"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"PLNT","Planet Fitness Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$6,942,918,548","0.00%","USA","Analyze"
"CHNG","Change Healthcare Inc.","Common stocks","Mid cap","Health Care","$6,921,369,440","0.00%","USA","Analyze"
"IBKR","Interactive Brokers Group Inc","Common stocks","Mid cap","Financials","$6,879,341,819","0.39%","USA","Analyze"
"EXEL","Exelixis Inc","Common stocks","Mid cap","Health Care","$6,866,892,439","0.00%","USA","Analyze"
"QDEL","Quidel Corp","Common stocks","Mid cap","Health Care","$6,825,650,058","0.00%","USA","Analyze"
"PB","Prosperity Bancshares Inc","Common stocks","Mid cap","Financials","$6,822,978,528","2.52%","USA","Analyze"
"AZEK","The AZEK Company Inc. Class A","Common stocks","Mid cap","Industrials","$6,819,398,587","0.00%","USA","Analyze"
"COLM","Columbia Sportswear","Common stocks","Mid cap","Consumer Discretionary","$6,805,903,587","0.25%","USA","Analyze"
"AXTA","Axalta Coating Systems Ltd","Common stocks","Mid cap","Materials","$6,787,412,289","0.00%","USA","Analyze"
"SEE","Sealed Air Corp","Common stocks","Mid cap","Materials","$6,757,576,900","1.46%","USA","Analyze"
"FCNCA","First Citizens Bancshares Inc Class A","Common stocks","Mid cap","Financials","$6,747,984,725","0.22%","USA","Analyze"
"LITE","Lumentum Holdings Inc","Common stocks","Mid cap","Information Technology","$6,728,973,000","0.00%","USA","Analyze"
"NCLH","Norwegian Cruise Line Holdings Ltd","Common stocks","Mid cap","Consumer Discretionary","$6,700,582,000","0.00%","USA","Analyze"
"CFR","Cullen Frost Bankers Inc","Common stocks","Mid cap","Financials","$6,674,117,447","2.69%","USA","Analyze"
"STWD","Starwood Property Trust Inc","Mortgage REITs","Mid cap","Financials","$6,662,406,641","7.89%","USA","Analyze"
"TOL","Toll Brothers Inc","Common stocks","Mid cap","Consumer Discretionary","$6,621,283,506","0.81%","USA","Analyze"
"OMF","Onemain Holdings Inc","Common stocks","Mid cap","Financials","$6,609,941,378","2.97%","USA","Analyze"
"DCT","Duck Creek Technologies","Common stocks","Mid cap","Information Technology","$6,606,107,250","0.00%","USA","Analyze"
"JBL","Jabil Inc","Common stocks","Mid cap","Information Technology","$6,598,733,396","0.73%","USA","Analyze"
"THO","Thor Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$6,589,136,341","1.35%","USA","Analyze"
"DLB","Dolby Laboratories Inc Class A","Common stocks","Mid cap","Information Technology","$6,552,497,541","0.88%","USA","Analyze"
"DXC","DXC Technology Company","Common stocks","Mid cap","Information Technology","$6,545,611,560","0.82%","USA","Analyze"
"AIRC","Apartment Income REIT Corp.","REITs","Mid cap","Real Estate","$6,521,740,288","1.03%","USA","Analyze"
"CNXC","Concentrix Corporation","Common stocks","Mid cap","Information Technology","$6,505,444,574","0.00%","USA","Analyze"
"SNV","Synovus Financial Corp","Common stocks","Mid cap","Financials","$6,491,651,378","2.95%","USA","Analyze"
"SBNY","Signature Bank","Common stocks","Mid cap","Financials","$6,490,847,520","0.76%","USA","Analyze"
"NCNO","nCino, Inc.","Common stocks","Mid cap","Information Technology","$6,480,001,268","0.00%","USA","Analyze"
"LFUS","Littelfuse Inc","Common stocks","Mid cap","Information Technology","$6,466,099,601","0.73%","USA","Analyze"
"TRIP","TripAdvisor Inc","Common stocks","Mid cap","Communication Services","$6,423,619,931","20.85%","USA","Analyze"
"HBI","Hanesbrands Inc","Common stocks","Mid cap","Consumer Discretionary","$6,379,641,493","3.23%","USA","Analyze"
"HAE","Haemonetics Corp","Common stocks","Mid cap","Health Care","$6,364,909,458","0.00%","USA","Analyze"
"CACC","Credit Acceptance Corp","Common stocks","Mid cap","Financials","$6,353,351,941","0.00%","USA","Analyze"
"PSTG","Pure Storage Inc Class A","Common stocks","Mid cap","Information Technology","$6,326,486,835","0.00%","USA","Analyze"
"MDLA","Medallia, Inc.","Common stocks","Mid cap","Information Technology","$6,326,361,822","0.00%","USA","Analyze"
"POST","Post Holdings Inc","Common stocks","Mid cap","Consumer Staples","$6,313,809,841","0.00%","USA","Analyze"
"NVST","Envista Holdings Corporation","Common stocks","Mid cap","Health Care","$6,304,043,140","0.00%","USA","Analyze"
"LSI","Life Storage, Inc","REITs","Mid cap","Real Estate","$6,283,741,224","3.11%","USA","Analyze"
"AN","AutoNation Inc","Common stocks","Mid cap","Consumer Discretionary","$6,262,025,892","0.00%","USA","Analyze"
"REXR","Rexford Industrial Realty, Inc","REITs","Mid cap","Real Estate","$6,260,006,851","1.79%","USA","Analyze"
"BOKF","BOK Financial Corp","Common stocks","Mid cap","Financials","$6,255,109,962","2.29%","USA","Analyze"
"LMND","Lemonade, Inc.","Common stocks","Mid cap","Financials","$6,250,423,928","0.00%","USA","Analyze"
"CDK","CDK Global Inc","Common stocks","Mid cap","Information Technology","$6,247,291,278","0.87%","USA","Analyze"
"LSTR","Landstar System Inc","Common stocks","Mid cap","Industrials","$6,238,233,668","0.50%","USA","Analyze"
"VRM","Vroom, Inc.","Common stocks","Mid cap","Consumer Discretionary","$6,234,652,994","0.00%","USA","Analyze"
"MSA","MSA Safety Inc","Common stocks","Mid cap","Industrials","$6,227,692,300","1.07%","USA","Analyze"
"GMED","Globus Medical Inc Class A","Common stocks","Mid cap","Health Care","$6,217,347,555","0.00%","USA","Analyze"
"PNFP","Pinnacle Financial Partners Inc","Common stocks","Mid cap","Financials","$6,195,591,642","0.61%","USA","Analyze"
"SON","Sonoco Products","Common stocks","Mid cap","Materials","$6,168,815,327","2.80%","USA","Analyze"
"XEC","Cimarex Energy","Common stocks","Mid cap","Energy","$6,135,560,910","1.46%","USA","Analyze"
"HUN","Huntsman Corp","Common stocks","Mid cap","Materials","$6,134,972,659","2.32%","USA","Analyze"
"NXST","Nexstar Media Group Inc","Common stocks","Mid cap","Communication Services","$6,115,050,067","1.67%","USA","Analyze"
"CLGX","Corelogic Inc","Common stocks","Mid cap","Industrials","$6,112,608,528","1.44%","USA","Analyze"
"COTY","Coty Inc Class A","Common stocks","Mid cap","Consumer Staples","$6,096,024,241","1.55%","USA","Analyze"
"ORI","Old Republic International Corp","Common stocks","Mid cap","Financials","$6,071,480,305","3.92%","USA","Analyze"
"TMX","Terminix Global Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$6,060,282,337","0.00%","USA","Analyze"
"INGR","Ingredion Inc","Common stocks","Mid cap","Consumer Staples","$6,013,718,154","2.80%","USA","Analyze"
"HFC","HollyFrontier Corp","Common stocks","Mid cap","Energy","$6,006,100,709","3.72%","USA","Analyze"
"SRCL","Stericycle Inc","Common stocks","Mid cap","Industrials","$6,005,898,759","0.00%","USA","Analyze"
"TKR","Timken","Common stocks","Mid cap","Industrials","$5,994,018,890","1.43%","USA","Analyze"
"GRUB","Grubhub Inc","Common stocks","Mid cap","Consumer Discretionary","$5,973,048,657","0.00%","USA","Analyze"
"COHR","Coherent Inc","Common stocks","Mid cap","Information Technology","$5,966,220,654","0.00%","USA","Analyze"
"LEG","Leggett & Platt Inc","Common stocks","Mid cap","Consumer Discretionary","$5,952,749,662","3.51%","USA","Analyze"
"OGE","OGE Energy Corp","Common stocks","Mid cap","Utilities","$5,952,629,751","5.21%","USA","Analyze"
"AMG","Affiliated Managers Group Inc","Common stocks","Mid cap","Financials","$5,945,810,850","0.02%","USA","Analyze"
"NATI","National Instruments Corp","Common stocks","Mid cap","Information Technology","$5,935,478,181","2.30%","USA","Analyze"
"JWN","Nordstrom Inc","Common stocks","Mid cap","Consumer Discretionary","$5,925,746,606","0.98%","USA","Analyze"
"WH","Wyndham Hotels & Resorts Inc","Common stocks","Mid cap","Consumer Discretionary","$5,906,024,938","0.88%","USA","Analyze"
"CHH","Choice Hotels International Inc","Common stocks","Mid cap","Consumer Discretionary","$5,888,576,802","0.21%","USA","Analyze"
"REYN","Reynolds Consumer Products Inc.","Common stocks","Mid cap","Consumer Staples","$5,865,322,985","2.90%","USA","Analyze"
"HTA","Healthcare Trust of America, Inc","REITs","Mid cap","Real Estate","$5,851,452,825","4.66%","USA","Analyze"
"TNDM","Tandem Diabetes Care Inc","Common stocks","Mid cap","Health Care","$5,846,694,689","0.00%","USA","Analyze"
"IART","Integra Lifesciences Holdings Corp","Common stocks","Mid cap","Health Care","$5,843,462,460","0.00%","USA","Analyze"
"FAF","First American Financial Corp","Common stocks","Mid cap","Financials","$5,839,598,676","3.31%","USA","Analyze"
"NOV","National Oilwell Varco Inc","Common stocks","Mid cap","Energy","$5,823,168,705","0.33%","USA","Analyze"
"JBLU","Jetblue Airways Corp","Common stocks","Mid cap","Industrials","$5,804,906,661","0.00%","USA","Analyze"
"SLM","Sallie Mae","Common stocks","Mid cap","Financials","$5,782,375,991","0.75%","USA","Analyze"
"ACC","American Campus Communities, Inc","REITs","Mid cap","Real Estate","$5,767,163,976","4.41%","USA","Analyze"
"BRX","Brixmor Property Group Inc","REITs","Mid cap","Real Estate","$5,766,141,890","2.55%","USA","Analyze"
"DEI","Douglas Emmett, Inc","REITs","Mid cap","Real Estate","$5,744,696,206","3.37%","USA","Analyze"
"BWXT","BWX Technologies Inc","Common stocks","Mid cap","Industrials","$5,742,351,453","1.25%","USA","Analyze"
"BPOP","Popular Inc","Common stocks","Mid cap","Financials","$5,723,220,359","2.32%","USA","Analyze"
"MDU","MDU Resources Group Inc","Common stocks","Mid cap","Utilities","$5,714,884,895","2.89%","USA","Analyze"
"PRI","Primerica Inc","Common stocks","Mid cap","Financials","$5,706,048,739","1.15%","USA","Analyze"
"NTNX","Nutanix Inc Class A","Common stocks","Mid cap","Information Technology","$5,691,140,738","0.00%","USA","Analyze"
"TFSL","TFS Financial Corp","Common stocks","Mid cap","Financials","$5,684,531,128","5.39%","USA","Analyze"
"RBC","Regal Beloit Corp","Common stocks","Mid cap","Industrials","$5,670,348,990","0.86%","USA","Analyze"
"PPC","Pilgrims Pride Corp","Common stocks","Mid cap","Consumer Staples","$5,608,092,645","0.00%","USA","Analyze"
"PAG","Penske Automotive Group Inc","Common stocks","Mid cap","Consumer Discretionary","$5,603,242,942","1.22%","USA","Analyze"
"PRGO","Perrigo Plc","Common stocks","Mid cap","Health Care","$5,602,017,290","1.60%","USA","Analyze"
"NYCB","New York Community Bancorp","Common stocks","Mid cap","Financials","$5,588,398,464","5.51%","USA","Analyze"
"EVBG","Everbridge Inc","Common stocks","Mid cap","Information Technology","$5,562,955,503","0.00%","USA","Analyze"
"FR","First Industrial Realty Trust, Inc","REITs","Mid cap","Real Estate","$5,526,619,850","2.31%","USA","Analyze"
"HOG","Harley Davidson Inc","Common stocks","Mid cap","Consumer Discretionary","$5,524,165,393","1.63%","USA","Analyze"
"CACI","CACI International Inc","Common stocks","Mid cap","Information Technology","$5,518,583,156","0.00%","USA","Analyze"
"OLLI","Ollies Bargain Outlet Holdings Inc","Common stocks","Mid cap","Consumer Discretionary","$5,499,065,576","0.00%","USA","Analyze"
"IOVA","Iovance Biotherapeutics Inc","Common stocks","Mid cap","Health Care","$5,489,675,100","0.00%","USA","Analyze"
"HLF","Herbalife Ltd","Common stocks","Mid cap","Consumer Staples","$5,485,488,420","0.00%","USA","Analyze"
"AYX","Alteryx Inc Class A","Common stocks","Mid cap","Information Technology","$5,482,229,155","0.00%","USA","Analyze"
"UNM","Unum Group","Common stocks","Mid cap","Financials","$5,476,296,242","4.15%","USA","Analyze"
"ADT","ADT Inc.","Common stocks","Mid cap","Industrials","$5,471,415,156","1.94%","USA","Analyze"
"EXP","Eagle Materials Inc","Common stocks","Mid cap","Materials","$5,333,367,485","0.08%","USA","Analyze"
"VNT","Vontier Corporation","Common stocks","Mid cap","Information Technology","$5,326,071,991","0.00%","USA","Analyze"
"CFX","Colfax Corp","Common stocks","Mid cap","Industrials","$5,289,501,236","0.00%","USA","Analyze"
"ASH","Ashland Global Inc","Common stocks","Mid cap","Materials","$5,281,702,799","1.26%","USA","Analyze"
"FL","Foot Locker Inc","Common stocks","Mid cap","Consumer Discretionary","$5,231,420,161","1.39%","USA","Analyze"
"EVR","Evercore Inc. Class A","Common stocks","Mid cap","Financials","$5,212,557,108","1.41%","USA","Analyze"
"HHC","Howard Hughes Corp","Common stocks","Mid cap","Real Estate","$5,207,796,980","0.00%","USA","Analyze"
"SKX","Skechers USA Inc","Common stocks","Mid cap","Consumer Discretionary","$5,206,677,715","0.00%","USA","Analyze"
"MAN","Manpower Inc","Common stocks","Mid cap","Industrials","$5,205,263,310","2.37%","USA","Analyze"
"WBS","Webster Financial Corp","Common stocks","Mid cap","Financials","$5,177,218,107","2.75%","USA","Analyze"
"EQT","EQT Corporation","Common stocks","Mid cap","Energy","$5,142,076,335","0.16%","USA","Analyze"
"XRX","Xerox Corp","Common stocks","Mid cap","Information Technology","$5,129,210,287","3.80%","USA","Analyze"
"VMI","Valmont Inds Inc","Common stocks","Mid cap","Industrials","$5,118,739,289","0.74%","USA","Analyze"
"CUZ","Cousins Properties Incorporated","REITs","Mid cap","Real Estate","$5,118,114,892","3.43%","USA","Analyze"
"AL","Air Lease Corp","Common stocks","Mid cap","Industrials","$5,110,661,126","1.35%","USA","Analyze"
"ALGM","Allegro MicroSystems, Inc.","Common stocks","Mid cap","Information Technology","$5,103,345,063","0.00%","USA","Analyze"
"CR","Crane","Common stocks","Mid cap","Industrials","$5,099,286,975","1.95%","USA","Analyze"
"SWI","Solarwinds Corporation","Common stocks","Mid cap","Information Technology","$5,074,920,611","0.00%","USA","Analyze"
"TNL","Travel & Leisure Co.","Common stocks","Mid cap","Consumer Discretionary","$5,065,649,192","2.67%","USA","Analyze"
"QRTEA","Qurate Retail, Inc. Series A","Common stocks","Mid cap","Consumer Discretionary","$5,033,429,302","0.00%","USA","Analyze"
"SAIC","Science Applications International","Common stocks","Mid cap","Information Technology","$5,030,581,594","1.70%","USA","Analyze"
"KMPR","Kemper Corp","Common stocks","Mid cap","Financials","$5,029,537,995","1.57%","USA","Analyze"
"OLN","Olin Corp","Common stocks","Mid cap","Materials","$5,021,854,861","2.49%","USA","Analyze"
"SPR","Spirit Aerosystems Inc","Common stocks","Mid cap","Industrials","$4,975,833,015","0.08%","USA","Analyze"
"ACHC","Acadia Healthcare Company Inc","Common stocks","Mid cap","Health Care","$4,968,428,987","0.00%","USA","Analyze"
"FROG","JFrog Ltd","Common stocks","Mid cap","Information Technology","$4,931,747,598","0.00%","USA","Analyze"
"PK","Park Hotels & Resorts Inc","REITs","Mid cap","Real Estate","$4,930,814,666","2.16%","USA","Analyze"
"FLS","Flowserve Corp","Common stocks","Mid cap","Industrials","$4,926,562,998","2.10%","USA","Analyze"
"LOPE","Grand Canyon Education Inc","Common stocks","Mid cap","Consumer Discretionary","$4,919,398,173","0.00%","USA","Analyze"
"AMWL","American Well Corp","Common stocks","Mid cap","Health Care","$4,915,336,534","0.00%","USA","Analyze"
"OZK","Bank of the Ozarks","Common stocks","Mid cap","Financials","$4,908,070,635","2.00%","USA","Analyze"
"COR","CoreSite Realty Corporation","REITs","Mid cap","Real Estate","$4,891,761,977","4.21%","USA","Analyze"
"SLG","SL Green Realty Corp","REITs","Mid cap","Real Estate","$4,889,926,953","4.96%","USA","Analyze"
"ARRY","Array Technologies, Inc.","Common stocks","Mid cap","Industrials","$4,838,489,193","0.00%","USA","Analyze"
"SRC","Spirit Realty Capital, Inc","REITs","Mid cap","Real Estate","$4,837,984,028","5.79%","USA","Analyze"
"ADS","Alliance Data Systems Corp","Common stocks","Mid cap","Information Technology","$4,819,426,046","0.86%","USA","Analyze"
"RKT","Rocket Companies, Inc. Class A","Common stocks","Mid cap","Financials","$4,799,498,704","0.00%","USA","Analyze"
"DKS","Dicks Sporting Inc","Common stocks","Mid cap","Consumer Discretionary","$4,795,225,414","1.70%","USA","Analyze"
"WEN","Wendys","Common stocks","Mid cap","Consumer Discretionary","$4,773,729,631","0.80%","USA","Analyze"
"SNX","Synnex Corp","Common stocks","Mid cap","Information Technology","$4,752,584,748","0.22%","USA","Analyze"
"FEYE","Fireeye Inc","Common stocks","Mid cap","Information Technology","$4,709,615,313","0.00%","USA","Analyze"
"CRUS","Cirrus Logic Inc","Common stocks","Mid cap","Information Technology","$4,696,424,429","0.00%","USA","Analyze"
"NCR","NCR Corp","Common stocks","Mid cap","Information Technology","$4,688,804,000","0.00%","USA","Analyze"
"FLO","Flowers Foods Inc","Common stocks","Mid cap","Consumer Staples","$4,676,433,460","2.69%","USA","Analyze"
"CW","Curtiss Wright Corp","Common stocks","Mid cap","Industrials","$4,644,027,139","0.45%","USA","Analyze"
"SABR","Sabre Corp","Common stocks","Mid cap","Information Technology","$4,642,506,636","0.96%","USA","Analyze"
"HXL","Hexcel Corp","Common stocks","Mid cap","Industrials","$4,623,326,767","0.30%","USA","Analyze"
"CLH","Clean Harbors Inc","Common stocks","Mid cap","Industrials","$4,619,349,924","0.00%","USA","Analyze"
"LAZ","Lazard, LTD.","Common stocks","Mid cap","Financials","$4,590,707,565","3.38%","USA","Analyze"
"VVV","Valvoline Inc","Common stocks","Mid cap","Materials","$4,584,514,735","1.87%","USA","Analyze"
"ESI","Element Solutions Inc.","Common stocks","Mid cap","Materials","$4,573,836,678","0.54%","USA","Analyze"
"NVT","Nvent Electric Plc","Common stocks","Mid cap","Industrials","$4,566,142,576","2.55%","USA","Analyze"
"AYI","Acuity Brands Inc","Common stocks","Mid cap","Industrials","$4,552,700,650","0.41%","USA","Analyze"
"JAMF","Jamf Holding Corp.","Common stocks","Mid cap","Information Technology","$4,536,765,340","2.88%","USA","Analyze"
"RYN","Rayonier Inc","REITs","Mid cap","Real Estate","$4,512,459,581","3.25%","USA","Analyze"
"GTES","Gates Industrial Corporation Plc","Common stocks","Mid cap","Industrials","$4,505,314,008","0.00%","USA","Analyze"
"FTDR","Frontdoor Inc","Common stocks","Mid cap","Consumer Discretionary","$4,503,046,360","0.00%","USA","Analyze"
"LESL","Leslies, Inc.","Common stocks","Mid cap","Consumer Discretionary","$4,484,960,184","0.00%","USA","Analyze"
"TDC","Teradata Corp","Common stocks","Mid cap","Information Technology","$4,471,180,000","0.00%","USA","Analyze"
"THG","Hanover Insurance Group Inc","Common stocks","Mid cap","Financials","$4,460,234,282","2.19%","USA","Analyze"
"ALSN","Allison Transmission Holdings Inc","Common stocks","Mid cap","Industrials","$4,420,706,273","2.18%","USA","Analyze"
"NRZ","New Residential Investment Corp","Mortgage REITs","Mid cap","Financials","$4,405,146,933","4.62%","USA","Analyze"
"GPK","Graphic Packaging Holding","Common stocks","Mid cap","Materials","$4,396,549,645","1.81%","USA","Analyze"
"SAGE","Sage Therapeutics Inc","Common stocks","Mid cap","Health Care","$4,379,037,945","0.00%","USA","Analyze"
"PACW","Pacwest Bancorp","Common stocks","Mid cap","Financials","$4,374,429,603","2.65%","USA","Analyze"
"IDA","IDACORP, Inc.","Common stocks","Mid cap","Utilities","$4,346,786,774","3.17%","USA","Analyze"
"ICUI","ICU Medical Inc","Common stocks","Mid cap","Health Care","$4,327,487,436","0.00%","USA","Analyze"
"NKTR","Nektar Therapeutics","Common stocks","Mid cap","Health Care","$4,325,002,176","0.00%","USA","Analyze"
"STL","Sterling Bancorp","Common stocks","Mid cap","Financials","$4,323,856,278","1.24%","USA","Analyze"
"HIW","Highwoods Properties, Inc","REITs","Mid cap","Real Estate","$4,316,882,909","4.54%","USA","Analyze"
"SLGN","Silgan Holdings Inc","Common stocks","Mid cap","Materials","$4,305,430,896","1.22%","USA","Analyze"
"WTFC","Wintrust Financial Corp","Common stocks","Mid cap","Financials","$4,300,408,680","1.51%","USA","Analyze"
"MTG","MGIC Investment Corp","Common stocks","Mid cap","Financials","$4,272,011,588","1.89%","USA","Analyze"
"BIGC","BigCommerce Holdings, Inc. - Series 1","Common stocks","Mid cap","Information Technology","$4,249,478,701","0.00%","USA","Analyze"
"JBGS","JBG Smith Properties","REITs","Mid cap","Real Estate","$4,223,071,533","2.77%","USA","Analyze"
"NEU","Newmarket Corp","Common stocks","Mid cap","Materials","$4,218,805,201","1.95%","USA","Analyze"
"NFG","National Fuel Gas","Common stocks","Mid cap","Utilities","$4,208,104,667","3.77%","USA","Analyze"
"AXS","Axis Capital Holdings Ltd","Common stocks","Mid cap","Financials","$4,205,169,544","3.27%","USA","Analyze"
"HAIN","Hain Celestial Group Inc","Common stocks","Mid cap","Consumer Staples","$4,159,633,566","0.00%","USA","Analyze"
"PINC","Premier Inc Class A","Common stocks","Mid cap","Health Care","$4,066,546,686","1.70%","USA","Analyze"
"AWI","Armstrong World Industries Inc","Common stocks","Mid cap","Industrials","$4,038,884,387","0.96%","USA","Analyze"
"CC","Chemours Company","Common stocks","Mid cap","Materials","$4,033,498,628","4.03%","USA","Analyze"
"MSM","MSC Industrial Inc Class A","Common stocks","Mid cap","Industrials","$4,013,974,560","3.34%","USA","Analyze"
"FCN","FTI Consulting Inc","Common stocks","Mid cap","Industrials","$3,985,287,410","0.00%","USA","Analyze"
"BLI","Berkeley Lights, Inc.","Common stocks","Mid cap","Health Care","$3,981,195,993","0.00%","USA","Analyze"
"GRA","W.R. Grace","Common stocks","Mid cap","Materials","$3,968,175,989","2.03%","USA","Analyze"
"MSGS","Madison Square Garden Sports Corp. Class A","Common stocks","Mid cap","Communication Services","$3,931,721,192","0.00%","USA","Analyze"
"MSP","Datto Holding Corp.","Common stocks","Mid cap","Information Technology","$3,929,024,739","8.90%","USA","Analyze"
"FNB","FNB Corp","Common stocks","Mid cap","Financials","$3,929,012,539","3.84%","USA","Analyze"
"NEWR","New Relic Inc","Common stocks","Mid cap","Information Technology","$3,906,316,774","0.00%","USA","Analyze"
"HPP","Hudson Pacific Properties, Inc","REITs","Mid cap","Real Estate","$3,900,742,885","3.81%","USA","Analyze"
"SIX","Six Flags Entertainment Corp","Common stocks","Mid cap","Consumer Discretionary","$3,883,013,728","0.54%","USA","Analyze"
"UMPQ","Umpqua Holdings Corp","Common stocks","Mid cap","Financials","$3,873,827,547","4.67%","USA","Analyze"
"HE","Hawaiian Electric Industries Inc","Common stocks","Mid cap","Utilities","$3,869,379,035","3.70%","USA","Analyze"
"AVT","Avnet Inc","Common stocks","Mid cap","Information Technology","$3,857,874,811","1.62%","USA","Analyze"
"KEX","Kirby Corp","Common stocks","Mid cap","Industrials","$3,836,427,250","0.00%","USA","Analyze"
"MRCY","Mercury Systems Inc","Common stocks","Mid cap","Industrials","$3,827,763,537","0.00%","USA","Analyze"
"PD","PagerDuty, Inc.","Common stocks","Mid cap","Information Technology","$3,820,526,138","0.00%","USA","Analyze"
"RETA","Reata Pharmaceuticals Inc Class A","Common stocks","Mid cap","Health Care","$3,759,729,151","0.00%","USA","Analyze"
"R","Ryder System Inc","Common stocks","Mid cap","Industrials","$3,754,561,433","2.36%","USA","Analyze"
"FHB","First Hawaiian Inc","Common stocks","Mid cap","Financials","$3,729,888,008","3.59%","USA","Analyze"
"SEB","Seaboard Corp","Common stocks","Mid cap","Consumer Staples","$3,727,261,369","0.28%","USA","Analyze"
"CRI","Carters Inc","Common stocks","Mid cap","Consumer Discretionary","$3,696,939,257","0.71%","USA","Analyze"
"WTM","White Mountains Insurance Group Ltd","Common stocks","Mid cap","Financials","$3,684,005,552","0.08%","USA","Analyze"
"BHF","Brighthouse Financial","Common stocks","Mid cap","Financials","$3,668,782,241","0.00%","USA","Analyze"
"VSAT","Viasat Inc","Common stocks","Mid cap","Information Technology","$3,616,396,265","0.00%","USA","Analyze"
"HRB","H&R Block Inc","Common stocks","Mid cap","Consumer Discretionary","$3,607,838,846","5.16%","USA","Analyze"
"BOH","Bank Of Hawaii Corp.","Common stocks","Mid cap","Financials","$3,567,022,091","2.98%","USA","Analyze"
"TREE","Lendingtree Inc","Common stocks","Mid cap","Financials","$3,560,542,516","0.00%","USA","Analyze"
"TRN","Trinity Industries Inc","Common stocks","Mid cap","Industrials","$3,502,281,275","2.44%","USA","Analyze"
"EPR","EPR Properties","REITs","Mid cap","Real Estate","$3,499,078,986","1.62%","USA","Analyze"
"MCFE","McAfee Corp.","Common stocks","Mid cap","Information Technology","$3,493,371,276","0.40%","USA","Analyze"
"H","Hyatt Hotels Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$3,454,203,279","0.23%","USA","Analyze"
"SPB","Spectrum Brands Holdings Inc","Common stocks","Mid cap","Consumer Staples","$3,447,258,706","2.13%","USA","Analyze"
"EQC","Equity Commonwealth","REITs","Mid cap","Real Estate","$3,409,709,939","3.56%","USA","Analyze"
"AGIO","Agios Pharmaceuticals Inc","Common stocks","Mid cap","Health Care","$3,404,897,161","0.00%","USA","Analyze"
"GO","Grocery Outlet Holding Corp.","Common stocks","Mid cap","Consumer Staples","$3,402,617,682","0.00%","USA","Analyze"
"UNVR","Univar Solutions, Inc.","Common stocks","Mid cap","Industrials","$3,352,191,350","0.00%","USA","Analyze"
"MCY","Mercury General Corp","Common stocks","Mid cap","Financials","$3,322,015,037","4.12%","USA","Analyze"
"AGO","Assured Guaranty Ltd","Common stocks","Mid cap","Financials","$3,298,294,079","1.84%","USA","Analyze"
"VIRT","Virtu Financial Inc Class A","Common stocks","Mid cap","Financials","$3,295,361,706","3.51%","USA","Analyze"
"LGF.A","Lions Gate Entertainment Corporation  Class A","Common stocks","Mid cap","Communication Services","$3,240,433,665","0.00%","USA","Analyze"
"LGF.B","Lions Gate Entertainment Corporation Class B Non-Voting","Common stocks","Mid cap","Communication Services","$3,240,433,665","0.00%","USA","Analyze"
"WRI","Weingarten Realty Investors","REITs","Mid cap","Real Estate","$3,198,733,222","3.61%","USA","Analyze"
"ETRN","Equitrans Midstream Corporation","Common stocks","Mid cap","Energy","$3,174,329,800","7.93%","USA","Analyze"
"ASB","Associated Bancorp","Common stocks","Mid cap","Financials","$3,148,337,099","3.44%","USA","Analyze"
"HP","Helmerich & Payne Inc","Common stocks","Mid cap","Energy","$3,127,782,530","4.92%","USA","Analyze"
"APLE","Apple Hospitality REIT, Inc","REITs","Mid cap","Real Estate","$3,118,276,474","2.12%","USA","Analyze"
"EAF","Graftech International Ltd.","Common stocks","Mid cap","Industrials","$3,091,911,009","0.35%","USA","Analyze"
"ALKS","Alkermes PLC","Common stocks","Mid cap","Health Care","$3,055,775,090","0.00%","USA","Analyze"
"OUT","OUTFRONT Media Inc","REITs","Mid cap","Real Estate","$3,023,187,486","1.82%","USA","Analyze"
"TWOU","2U Inc","Common stocks","Mid cap","Information Technology","$3,010,825,585","0.00%","USA","Analyze"
"STAY","Extended Stay America Units Inc","Common stocks","Mid cap","Consumer Discretionary","$3,000,053,505","1.54%","USA","Analyze"
"COMM","Commscope Holding Inc","Common stocks","Mid cap","Information Technology","$2,982,365,075","0.00%","USA","Analyze"
"CPA","Copa Holdings SA Class A","Common stocks","Mid cap","Industrials","$2,943,251,436","0.86%","USA","Analyze"
"OFC","Corporate Office Properties Trust","REITs","Mid cap","Real Estate","$2,902,128,136","4.18%","USA","Analyze"
"ENR","Energizer Holdings Inc","Common stocks","Mid cap","Consumer Staples","$2,882,351,708","2.83%","USA","Analyze"
"JW.A","John Wiley & Sons Class A","Common stocks","Mid cap","Communication Services","$2,873,385,196","2.66%","USA","Analyze"
"CBT","Cabot Corp","Common stocks","Mid cap","Materials","$2,843,280,630","2.76%","USA","Analyze"
"THS","Treehouse Foods Inc","Common stocks","Mid cap","Consumer Staples","$2,757,712,020","0.00%","USA","Analyze"
"MIC","Macquarie Infrastructure Corp","Common stocks","Mid cap","Industrials","$2,743,369,104","2.32%","USA","Analyze"
"GBT","Global Blood Therapeutics Inc","Common stocks","Mid cap","Health Care","$2,736,766,546","0.00%","USA","Analyze"
"NUS","Nu Skin Enterprises Inc","Common stocks","Mid cap","Consumer Staples","$2,626,618,191","2.88%","USA","Analyze"
